,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES
511,0.6761297936917496,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.6867663251983935,-0.3906863343054172,-0.8402133792072178,1.204577199809007,1.3673075293649286,-1.3316486471827331,-1.3492308096561159,-1.7017315410861231,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
76,0.5628859222456025,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.25244613159399276,0.9071152191205504,1.122901992772263,-0.012987355254005385,-0.4333608587363822,1.5321818704760688,0.04166967215182075,1.5640645432320641,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
194,-1.1531942835152413,1.4250237135578045,1.2494270706953887,0.14546316257479008,0.9506531277755026,-0.3906863343054172,1.122901992772263,-1.2305519103170177,-0.4333608587363822,-0.4773810211765564,-1.5212577169083794,-0.1132500077190602,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
642,-0.543419591112911,-0.2268584891753536,-0.4891078143167476,1.9719949495295213,0.9506531277755026,-1.5442877151284995,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-0.34720690673751997,-0.3338524790451938,0.7172598608183188,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
353,2.348654664280999,-1.0527995905419327,-0.4891078143167476,1.5207766227126411,-1.9981195667575744,1.195515564326321,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-0.17635338153628463,1.2059981297738491,1.1146430637387355,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
951,-0.1601326416028748,-0.2268584891753536,1.6840607919484227,1.257265119851583,0.9506531277755026,1.3397157369292063,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,-0.32483323081831056,-0.3107756988040365,0.46600434362789656,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
996,0.6935519277603877,-0.2268584891753536,-0.4891078143167476,1.6471177542213675,0.9506531277755026,1.6281160821349767,-0.8402133792072178,1.204577199809007,1.3673075293649286,2.178984501595031,2.2717257990927506,1.841076379130291,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
84,0.6848408607260686,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.6158823661951945,0.6187148739147798,0.14134430678252252,1.204577199809007,1.3673075293649286,-0.3716145531948393,0.8032034201100122,0.369286738684303,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
462,2.1134558543543855,1.4250237135578045,-0.4891078143167476,0.48116959772654894,-0.8320784411549514,-0.24648616170253193,1.122901992772263,1.204577199809007,-0.4333608587363822,-0.2841538200561117,-0.2688179165473868,-0.07750654502251478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
415,-0.8483069373140761,1.4250237135578045,1.2494270706953887,1.3944354912039145,-0.5981613764443948,1.6281160821349767,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-0.36551264158050945,0.8157907547870071,0.3819020784595544,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
737,-0.39533145152948795,-0.2268584891753536,-0.4891078143167476,1.3114113190696086,0.9506531277755026,0.7629150465176651,1.122901992772263,1.204577199809007,1.3673075293649286,-0.42449778718569786,-0.41357226533282815,0.2599537939654582,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
721,-0.656663462559058,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.5095564276903961,-0.5348865069083025,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-1.2828333542680945,-1.2988814709481362,-1.7653338791196818,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
659,-0.9092844065543092,-1.0527995905419327,-0.4891078143167476,0.9865341237614548,-0.1267830490731217,-1.1116871973198437,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,0.2751880779241231,-0.6065780637134166,-0.35609529839264825,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
341,0.8155068662408537,1.4250237135578045,-0.4891078143167476,-0.009755941850216696,0.9506531277755026,0.18611435610612392,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,1.1050480574729804,1.1640403475171994,0.3945174182348057,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
858,0.2405764419757994,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.7629150465176651,1.122901992772263,1.204577199809007,1.3673075293649286,0.2304407260857043,-0.6296548439545739,-0.3965695135049129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
73,0.08377723535805731,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.5698077928431152,-0.6790866795111877,1.122901992772263,1.204577199809007,-1.3336950527870377,0.43790572097291863,-0.5226624992001173,0.29149214340358653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
906,0.17088790570124737,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.2099157561920734,0.6187148739147798,1.122901992772263,1.204577199809007,-1.3336950527870377,-0.18855720476494428,-0.17021712824426008,0.7477469319418428,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
504,-1.2577270879270694,1.4250237135578045,2.118694513201457,-0.9121925954839771,-0.9561253694105496,0.6187148739147798,0.14134430678252252,-0.012987355254005385,-1.3336950527870377,0.9341945322717451,-0.2667200274345543,-0.07435271007870194,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
144,-0.8657290713827142,1.4250237135578045,-0.4891078143167476,1.0406803229794803,0.9506531277755026,1.195515564326321,1.122901992772263,-1.2305519103170177,1.3673075293649286,-0.4672111684860067,-0.45762793670231033,-0.09485263721348534,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
892,0.08377723535805731,-0.2268584891753536,-0.4891078143167476,0.5317060503300395,-0.587528782593915,-0.823286852114073,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.4536868794693298,-1.42895059594375,-1.8562694533329518,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
631,-0.508575322975635,-0.2268584891753536,2.118694513201457,-0.9121925954839771,-0.7647386801019124,-1.4000875425256143,0.14134430678252252,-0.012987355254005385,0.46697333531427326,0.4867210138875573,-0.4974878298461275,0.09174926362877385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
771,0.03151083315214329,-1.0527995905419327,-0.4891078143167476,1.5352156091707811,0.9506531277755026,1.4839159095320915,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,0.21010102070460485,-0.6401442895187364,-0.6357353300773859,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
566,-0.543419591112911,-1.0527995905419327,1.6840607919484227,-0.9121925954839771,-1.3778849254795833,0.6187148739147798,-0.8402133792072178,1.204577199809007,-1.3336950527870377,0.7104577730796512,-0.38210392864034093,0.03760843042665358,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
985,-1.5364812330252775,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.18865056849111372,1.4839159095320915,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,0.06568911249879877,0.09201901085980035,1.2733860892439814,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
962,-0.482442121872678,-0.2268584891753536,-0.4891078143167476,0.18517037533467554,-2.2178598396674913,-0.3906863343054172,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,1.0074174716437032,1.0633416701012401,0.9537974816042811,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
916,-0.1688437086371938,-1.0527995905419327,-0.4891078143167476,1.6254592745341572,-1.5621832188879008,-0.6790866795111877,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,-1.417075409783351,-1.43734215239508,-1.8131670424341764,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
754,-1.3187045571673024,-1.0527995905419327,-0.4891078143167476,1.5604838354725266,-0.5414542092418356,1.3397157369292063,1.122901992772263,1.204577199809007,-1.3336950527870377,1.4264154024943516,-0.012875444781823824,1.063130426323126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
837,-1.7107025737116577,1.4250237135578045,-0.4891078143167476,0.9540464042306394,-0.2295647896277602,-0.823286852114073,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,-1.3885998222498115,-1.2946856927224712,-1.7332698905242514,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
933,-1.4755037637850446,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.1687772464201465,1.195515564326321,1.122901992772263,-0.012987355254005385,1.3673075293649286,-0.3960221996521586,0.7528540814020326,-0.2509674669322205,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
278,-0.8483069373140761,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.823286852114073,1.122901992772263,-1.2305519103170177,-0.4333608587363822,-0.308561466513431,0.9332725451056262,0.4996452496952334,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
883,-0.7873294680738432,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.9071152191205504,1.122901992772263,-1.2305519103170177,1.3673075293649286,-1.4984342313077486,-0.625459065728909,-0.38921056530268294,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
884,0.6499965925887926,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-1.60116939633966,0.6187148739147798,-0.8402133792072178,1.204577199809007,0.46697333531427326,0.5802836586406147,0.6227849564064186,0.18846686857236736,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
925,0.6238633914858356,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.3707965295792635,-1.1116871973198437,-0.8402133792072178,1.204577199809007,1.3673075293649286,-1.410973498169021,-1.340839253204786,-1.8247311038948235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
124,0.0489329672207813,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.5442877151284995,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,-0.0746548546307874,-0.05273533792564101,-0.4885563660327871,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
337,-0.40404251856380696,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.9525811714603897,0.18611435610612392,-0.8402133792072178,1.204577199809007,-1.3336950527870377,0.09009675895611811,0.11719368021379015,0.9133232664920165,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0
582,-0.656663462559058,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.41386308303607755,1.3397157369292063,0.14134430678252252,1.204577199809007,-0.4333608587363822,1.161999232540059,1.222781242676509,1.1335660734016126,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
151,0.7196851288633447,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.1116871973198437,1.122901992772263,1.204577199809007,-0.4333608587363822,0.6738463033936722,-0.40098493065583324,-0.2761981464827232,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
634,-0.37790931746084994,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.33031452870900924,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,0.5111286603448766,-0.4849004951691326,0.11697994317927651,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
314,-0.9963950768974993,1.4250237135578045,2.987961955707525,0.6724861682969061,0.9506531277755026,0.18611435610612392,1.122901992772263,1.204577199809007,-1.3336950527870377,1.1457274682351792,1.2059981297738491,1.1146430637387355,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
380,0.5193305870740076,1.4250237135578045,2.118694513201457,2.040580135205687,0.9506531277755026,0.9071152191205504,1.122901992772263,-0.012987355254005385,1.3673075293649286,-0.5994192534631531,-0.5939907290364217,-0.10168594625841315,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
581,-0.543419591112911,-1.0527995905419327,-0.4891078143167476,0.4486818781957336,0.9506531277755026,1.3397157369292063,2.1044596787620033,1.204577199809007,-1.3336950527870377,-0.09092661893566696,1.3822208152517776,0.949592368345864,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
142,-0.7263519988336101,-0.2268584891753536,-0.4891078143167476,1.2031189206335573,-0.06653168392040258,-0.9674870247169584,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.114013799604969,-1.2569236886914865,-1.6954238711984975,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
179,0.25799857604443743,-1.0527995905419327,1.2494270706953887,-0.9121925954839771,-0.17285762242520103,-1.5442877151284995,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.406905557092801,-1.332447696753456,-1.7711159098500053,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
594,-0.39533145152948795,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.6017055743945547,0.18611435610612392,1.122901992772263,1.204577199809007,-0.4333608587363822,0.010771907969830274,1.592009726535026,0.3797995218303458,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
949,1.7563021059473063,-0.2268584891753536,1.6840607919484227,-0.9121925954839771,-1.0943490894667876,-1.6884878877313847,1.122901992772263,1.204577199809007,1.3673075293649286,0.8121562999851485,0.8619443152693218,0.42815832430214257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
396,1.7737242400159443,-0.2268584891753536,2.118694513201457,1.094826522197506,0.9506531277755026,1.0513153917234357,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-0.2556782325225725,1.0423627789729153,0.9301437195256849,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
968,1.451414759746141,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.9071152191205504,1.122901992772263,1.204577199809007,0.46697333531427326,-0.44483749256679733,0.6521554039860734,-0.05437842210122067,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
145,1.677902502638435,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-1.1014374853671076,0.9071152191205504,-0.8402133792072178,1.204577199809007,-0.4333608587363822,0.05551925980824905,1.6843168474996553,2.0555371553095636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
902,-1.2315938868241123,-0.2268584891753536,-0.4891078143167476,1.1381434815719265,-0.8852414104073507,-0.3906863343054172,1.122901992772263,1.204577199809007,-0.4333608587363822,-0.48144896225277634,0.5766313959241041,0.40503020138084844,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
423,0.7980847321722156,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.9880231509619892,0.04191418350323865,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-0.2658480852131222,1.0213838878445904,0.2694152987968967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
149,-0.10786623939696079,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.5442877151284995,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,2.0162668585462353,2.103894670066152,2.1270240807026544,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
865,0.10991043646101434,-1.0527995905419327,-0.4891078143167476,1.2933625859969333,-1.335354550077664,0.9071152191205504,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,1.2759015826742157,-0.0904973419566257,0.5490553304816345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
102,0.6412855255544736,-1.0527995905419327,-0.4891078143167476,0.4342428917375934,-0.17285762242520103,0.6187148739147798,1.122901992772263,1.204577199809007,1.3673075293649286,-1.4984342313077486,-0.7660176362886854,-0.6357353300773859,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
635,-0.5695527922158681,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.5698077928431152,-0.9674870247169584,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-1.3926677633260314,-1.4667125999747348,-1.8510130617599303,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
388,0.022799766117824288,1.4250237135578045,1.6840607919484227,-0.9121925954839771,0.9506531277755026,0.4745147013118945,1.122901992772263,-1.2305519103170177,-0.4333608587363822,0.8243601232138081,0.8745316499463167,0.14063370525787275,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
556,-0.17755477567151282,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.5348865069083025,-0.8402133792072178,1.204577199809007,1.3673075293649286,-1.3153768828778536,-1.4268527068309176,-1.7711159098500053,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
409,0.5193305870740076,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.2558873699227289,-0.8402133792072178,1.204577199809007,1.3673075293649286,-1.4394490857025601,-1.3995801483640953,-1.838397721984679,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
751,-0.10786623939696079,-1.0527995905419327,-0.4891078143167476,0.32234074668700713,-0.19412281012616073,-0.823286852114073,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-0.19872705745549402,-0.1807065738084225,0.7267213656497573,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
126,-0.3430650493235739,1.4250237135578045,-0.4891078143167476,1.2392163867789079,-0.18703441422584083,-0.5348865069083025,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-0.3268672013564205,-0.312873587916869,-0.4465052334486161,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
502,-0.02946663608808974,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.37842110353447805,0.04191418350323865,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,-0.06651897247834762,1.4325701539597573,1.0000537274468693,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
658,0.8503511343781297,-0.2268584891753536,2.553328234454491,0.6363887021515557,-1.2290286115728655,1.195515564326321,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-0.1377079413121957,-0.117769900423448,0.5012221671671399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
61,0.34510924638762747,-0.2268584891753536,-0.4891078143167476,1.5821423151597367,0.9506531277755026,1.6281160821349767,1.122901992772263,-1.2305519103170177,1.3673075293649286,0.0026360258173904957,-0.747136634273193,-0.21469836507837295,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
663,-0.2907986471176599,-0.2268584891753536,2.118694513201457,0.578632756318995,-0.5379100112916757,0.4745147013118945,1.122901992772263,-1.2305519103170177,-0.4333608587363822,0.04331543657958939,0.06894223061864303,-0.5658253221562015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
546,0.2144432408728424,1.4250237135578045,-0.4891078143167476,0.8240955261073779,0.9506531277755026,0.18611435610612392,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,1.2921733469790952,1.3570461458977878,0.5637732268860943,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
343,1.120394212442019,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.2558873699227289,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,-1.303173059649194,-1.319860362076461,-1.7332698905242514,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
713,-1.2838602890300264,1.4250237135578045,1.6840607919484227,1.1634117078736719,0.9506531277755026,-0.5348865069083025,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-0.566875724853394,0.40040871044617543,-0.034404134123739404,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
399,-0.8918622724856712,-0.2268584891753536,2.118694513201457,-0.9121925954839771,0.9506531277755026,1.3397157369292063,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,1.1091159985492003,-0.17651079558275753,1.0720662919972623,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
839,0.2492875090101184,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.7789154719025522,-1.1116871973198437,-0.8402133792072178,1.204577199809007,0.46697333531427326,0.6006233640217142,-0.43874693468681797,-0.06173737030345061,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
